Address 3,Address 4,Postcode,Latitude,Longitude
 , ,SW1X 8EH,51.5014665,-0.1574757
 , ,W1K 5DB,51.5130332,-0.147353
 , ,E14 3SG,51.4947572,-0.0258999
 , ,E14 3SG,51.4947572,-0.0258999
 , ,W1T 2QA,51.5199961,-0.1344725
 , ,KT10 9NN,51.3651168,-0.3579617
 , ,SW17 0PQ,51.4339494,-0.1804361
 , ,NW1 5JX,51.5224997,-0.1540322
 , ,NW1 5JX,51.5224997,-0.1540322
 , , ,#EANF#,#EANF#
London, ,W2 3TL,51.5113739,-0.1844288
 , ,W1K 3AT,51.5108557,-0.1495454
 , ,W8 4RA,51.5080306,-0.1927035
Berkeley Square,London,W1J 6DD,51.5098781,-0.1445844
London, ,W2 6QS,51.5160509,-0.1792704
Luxembourg, , ,49.815273,6.129583
42 Upper Berkeley Street,London,W1H 5EP,51.5150049,-0.1622655
London, ,W2 6HY,51.5197074,-0.1807822
Didcot,Oxfordshire,OX11 0QR,51.5775136,-1.3070027
 , ,WC1N 3AX,51.5205916,-0.1221959
9 Abbey Road, ,NW8 9AQ,51.5329845,-0.1787337
 , ,W1K,51.5109644,-0.1541814
 , ,W1K 4QJ,51.5119319,-0.1470807
 , ,W8 7QW,51.5034561,-0.1987201
 , ,SW1V 1SW,51.4927109,-0.1394473
 , , ,#EANF#,#EANF#
 , , ,#EANF#,#EANF#
 ,London,UB7 9DG,51.5056216,-0.4620223
 , ,SE4 1LT,51.4643912,-0.0313858
Sevenoaks, ,TW13 1SU,#EANF#,#EANF#
Weybridge, ,KT13 0LA,51.3587401,-0.44556
London, ,NW1 0QG,51.5387158,-0.1331736
 , ,W9 1ET,51.526555,-0.1845458
 , ,TW3 3AB,51.4704917,-0.3684069
 , ,WC1N 3RA,51.5224229,-0.11807
London , ,W2 3TL,51.5113739,-0.1844288
206-208 Latimer Road,London,W10 6QY,51.5184836,-0.2247233
London, ,W1K 5JA,51.5128939,-0.148209
Flat 6, ,SW7 1RH,51.4944729,-0.1790635
London, ,NW8 7SH,51.5328964,-0.1696158
 , ,RH19 4SP,51.1130703,-0.0052349
St. Peter Port,Guernsey,GY1 1WA,49.4513836,-2.5357499
 , ,HA8 5AL,51.6073095,-0.2766123
 , ,W8 4LS,51.5034927,-0.1923356
Beare Green, ,RH5 4PE,51.1727677,-0.3145489
Georgia,USA,30083,33.7994803,-84.1909841
 , ,NW1 5SD,51.5230854,-0.1575402
 , ,E5 8HQ,51.5505644,-0.0576265
 , ,N22 6RD,51.5932878,-0.0965903
 , ,N6 4AA,51.5743393,-0.1493495
Acton,London,W3 7JT,51.5066474,-0.2594036
 , ,W11 4UX,51.5054794,-0.2110613
 , ,E17 9AN,51.5755571,-0.0153146
Oxford, ,2JJ,51.7571191,-1.2645895
London, ,W1K 2RY,51.5096207,-0.1522038
 , , ,#EANF#,#EANF#
 , ,NW1 8LA,51.5415617,-0.1544723
Cetona 53040 (SI),Italy, ,42.9631846,11.900072
 , ,KT6 7BZ,51.3838242,-0.2896623
Bridgeworth,Shropshire,WV15 6EW,52.4896534,-2.3159755
 , ,SW10 9FW,51.4857663,-0.1828823
 , , ,#EANF#,#EANF#
 , ,W11 3RS,51.5058043,-0.2076047
London, ,W4 5DP,51.5009929,-0.2643737
CA USA, ,94022,37.3694009,-122.1405413
London, ,SW5 OSQ,51.4944819,-0.1917268
Kent, ,DA15 8AT,51.4440441,0.0966245
London, ,NW8  9AS,51.5333838,-0.1807128
LONDON, ,W1B 3HH,51.5173254,-0.1424081
 , ,SW17 9TN,51.4214397,-0.1539215
 , ,W5 4AS,51.5022122,-0.3015872
Florida,USA,33609,27.9407591,-82.5104655
USA, ,33602,27.9552692,-82.4563199
 , ,SW8 2LB,51.4789065,-0.1292226
London, ,SE20 8AS,51.4149131,-0.0681278
 , ,W1G 9YW,51.5172627,-0.1486804
Dubai, , ,25.2048493,55.2707828
UAE, , ,23.424076,53.847818
London, ,E2 9QY,51.5277506,-0.0576461
London, ,NW8 8RD,51.5262113,-0.1780434
 , ,NW1 2HQ,51.5266923,-0.1365342
 , ,SW1X 0JY,51.4972388,-0.1614064
London, ,W1J 6BD,51.5098781,-0.1445844
Rockville MD,USA,20850,39.0839994,-77.1527813
Tonbridge, ,TN9 2HZ,51.1894717,0.2698044
 , ,SE11 4SU,51.4947348,-0.1041128
"Saide Street, Achrafieh","Beirut, Lebanon", ,33.8868793,35.5282997
 , ,E17 5BE,51.5892361,-0.0292703
London, ,W11 2BT,51.51505,-0.2024136
 , ,NW4 4EX,51.5853326,-0.23427
Bethnal Green, ,E2 6BF,51.524706,-0.055916
 , ,N1 7EW,51.5324845,-0.0962729
 , ,SW7 3QH,51.4892016,-0.1770993
 , ,W1K 1NA,51.5078299,-0.1526942
 , ,SW15 5QS,51.4629494,-0.2404661
 , , ,#EANF#,#EANF#
Park Walk, ,SW10 0AS,51.4849652,-0.1787427
London, ,SE16 4UR,51.4997873,-0.0682148
 , ,W1J 6BX,51.5098781,-0.1445844
 , ,NW11 6AT,51.5866503,-0.1949842
CA 90272,USA, ,34.0845245,-118.5447787
David Penhalligon Way ,Truro,TR1 2XT,50.2582486,-5.0499441
 , , ,#EANF#,#EANF#
NSW 2041,Australia, ,-33.8583166,151.1781916
 , ,SW19 6DF,51.4415142,-0.2186269
Romania, , ,45.943161,24.96676
London, ,SW1X 7HF,51.4998682,-0.1496303
Greater Manchester, ,WN6 8QZ,53.5633394,-2.6493299
Thamesmead South,London,SE2 9XA,51.4993984,0.1272852
 , ,SE1 1SZ,51.5035168,-0.0922355
 , ,W1U 5BL,51.5214241,-0.1548252
 , ,W10 5AT,51.5258178,-0.2114896
 , ,W1J 5BQ,51.5069927,-0.149212
Grand Cayman,Cayman Islands,KY1 1101,19.3027028,-81.3830691
London, ,N11 2UT,51.6096341,-0.1345551
Austria,ATU,66756511,#EANF#,#EANF#
 , ,SW1A 1LP,51.5063322,-0.1404343
 , ,W1T 2NU,51.5201706,-0.1358347
 , ,W1T 2NU,51.5201706,-0.1358347
 , ,BR6 7RY,51.3682909,0.1242772
 , ,SW19 8LU,51.4248262,-0.1952545
London, ,EC1Y 2AN,51.5239777,-0.0879928
London, ,SW9 9PN,51.46421,-0.1234316
 , , ,#EANF#,#EANF#
 , ,W1K 5JH,51.512947,-0.1487257
London, ,EC2A 4NJ,51.5237978,-0.0857804
 , ,W13 5DU,36.426128,-109.1973584
 , ,W1K 6PL,51.5127876,-0.1551598
 , ,W1S 2PF,51.5113976,-0.1440039
London, ,W1K 2HL,51.5105533,-0.1526128
London, ,SW1V  3HX,51.4867181,-0.1397777
 , ,SW3 5HB,51.4841137,-0.1674074
 , ,W8 5PZ,51.497742,-0.1885435
 , ,W8 5PB,51.5010512,-0.1867986
 , , ,#EANF#,#EANF#
 , ,W6 8NR,51.4851848,-0.2111499
London, ,SW18 4SA,51.4407577,-0.1956194
 , ,KT10 0TE,51.3612045,-0.32867
 , ,W8 7DX,51.5014822,-0.1954985
 , ,SW1X 0BJ,51.4956041,-0.1592392
 , ,SW6 7EQ,51.4812286,-0.2047087
 , ,W3 7SE,51.5058465,-0.2466817
 , ,W3 7SE,51.5058465,-0.2466817
Surrey, ,RH1 5DU,51.1992145,-0.1707916
 , ,N15 4UF,51.5870896,-0.0689167
 , ,LE3 0AU,52.6278534,-1.1485715
 , ,W6 0PA,51.4958172,-0.2291451
London, ,W2 3UJ,51.5149811,-0.1792843
SINGAPORE SCIENCE PARK II,SINGAPORE,117674,1.28646,103.781881
New Zealand, ,80 83,-44.7260016,170.4664825
 , ,CM2 8RZ,51.69984,0.4767426
Kent, ,DA11 9NB,51.4437081,0.3556696
 , ,SE1 2AF,51.5053533,-0.0813372
Germany, , ,51.165691,10.451526
London, ,SW8 18S,51.4786713,-0.1232777
 , ,RM9 4HX,51.535057,0.119719
Bahrain, , ,26.0667,50.5577
 , ,N6 5QV,51.5780598,-0.1395285
London, ,W1K 6LL,51.5121461,-0.1543931
London, ,W1J 6ER,51.5088909,-0.144711
London, ,Tw8 9JJ,51.4898046,-0.3148106
 , ,W1D 1NN,51.5160228,-0.1390884
 , ,W1J 5RJ,51.5096556,-0.148715
75116, , ,32.657579,-96.9155468
london, ,W1K 1QE,51.5079214,-0.1533678
London, ,SE18 1LL,51.4843329,0.1004849
 , ,W1J 6EX,51.5105182,-0.1469651
 , ,W1B 1QH,51.5205967,-0.1456912
Craigshaw Road,Aberdeen,AB12 3QH,57.1251667,-2.0920951
London, ,NW10 7LP,51.5290376,-0.2672432
London, ,SW5 9BH,51.4896612,-0.1910965
London, ,SE1 3HA,51.4995439,-0.0807743
Essex, ,RM17 6DE,51.4782447,0.3339593
 , ,EN3 6AE,51.671235,-0.0333492
 , ,N14 5RA,51.6339094,-0.1365649
 , ,NW1 0DX,51.5375458,-0.1370715
 , ,SW3 3BP,51.4913486,-0.1631271
 , ,N1 0RF,51.5381299,-0.1072705
Haikou,Hainan Province,570206,20.0097719,110.3288664
 , ,SW1V 1PH,51.4914915,-0.1436456
 , ,W1K 4QJ,51.5119319,-0.1470807
 , ,SW1H 9JA,51.500623,-0.1308837
London, ,N12 0DR,51.6108336,-0.1782968
 , , ,#EANF#,#EANF#
 , ,NY 10022,40.7593941,-73.9697795
Madrid,Spain,28006,40.4351996,-3.68134
 , , ,#EANF#,#EANF#
 , ,CR0 3JP,51.3849256,-0.1225391
 , ,W1U 5EP,51.5211675,-0.1528032
 , ,SW7 2DL,51.4950573,-0.177197
 , ,SW6 7TR,51.4810702,-0.2008264
 , ,SW3 4XA,51.4899459,-0.1642783
Kent, ,CT7 9BG,51.3780825,1.3180233
 , ,W11 3RJ,51.507698,-0.2003109
 , ,W14 0ET,51.4989961,-0.2211266
London, ,SW13 0JU,51.4670916,-0.2516662
London, ,W1K 2AU,51.5092619,-0.1522616
 , ,SL1 1EE,51.5104184,-0.5994667
London, ,SW18 1TS,51.4647427,-0.185616
 , ,W1G 9SP,51.5171551,-0.1475605
London, ,NW8 0RH,51.5374238,-0.1855121
 , ,SE15 2NT,51.4703269,-0.0615237
 , ,SE1 2EJ,51.501211,-0.0689327
 , ,EC2V 7WS,51.5150662,-0.0940735
 , ,EC2V 7WS,51.5150662,-0.0940735
 , ,EC2V 7WS,51.5150662,-0.0940735
"Level 7, Unit 702","Downtown Dubai, Dubai",UAE,25.231808,55.313356
London, ,SE14 5JN,51.4738579,-0.0473652
 , ,E1 4TT,51.5208897,-0.052792
 , ,N5 2TH,51.5581355,-0.0937737
Farm Road,London, ,51.5377564,-0.2580952
Poland, , ,51.919438,19.145136
 , , ,#EANF#,#EANF#
 , ,W1K 5EH,51.5126138,-0.1498345
 , ,W1G 9DQ,51.5178821,-0.145196
London, ,W1J 5EL,51.5083146,-0.1458008
London, ,W1K 3HU,51.5113901,-0.1480826
 , ,W1G 9SR,51.5172364,-0.147586
Roundhurst ,"Haslemere, Surrey",GU27 3BN,51.0644649,-0.6750597
 , ,SW13 0DA,51.4727844,-0.2378846
London, ,W11 2BE,51.5150855,-0.2035508
 , ,W1H 4LL,51.5186612,-0.1655742
320 Regent Street,London,W1B 3BB,51.5171596,-0.1424718
 , ,SE6 4XF,51.4435342,-0.0317505
London, ,SW1E 5JL,51.497253,-0.1400691
 , ,NW1 8UE,51.5394624,-0.1565039
 , ,W1H 6AR,51.5149768,-0.1554173
St Helier,Jersey,JE4 2QP,49.1736928,-2.0817629
 , ,N19 3DJ,51.5673014,-0.130257
 , ,SW8 4XH,51.4754118,-0.1350824
France, , ,46.227638,2.213749
Spain, , ,40.463667,-3.74922
 , ,EC2N 2QP,51.5156478,-0.0861653
U.A.E- Abu Dhabi, , ,24.453884,54.3773438
Middlesex, ,TW3 3TY,51.4634727,-0.3658069
 , ,TW5 9JQ,51.485486,-0.3921406
Texas,USA,75219,32.8122051,-96.8109852
 , ,W8 5DU,51.5009928,-0.1882561
 , ,SW1X 9QU,51.5011259,-0.159838
London, ,W12 8BJ,51.5020342,-0.2335292
 , ,UB5 5HJ,51.5457135,-0.364636
 , ,BD18 3TH,53.8252046,-1.7788946
London, ,W8 5SY,51.4994651,-0.1918178
 , ,W1J 5EH,51.5081996,-0.1459207
 , ,WC2H 3LH,51.5142805,-0.1284654
London, ,WC2H 0HR,51.5105258,-0.128187
London, ,EC2N 1AR,51.5146955,-0.0862197
Gatwick Airport ,United Kingdom ,RH6 0NT,51.1536621,-0.1820629
White Waltham,Maidenhead,SL6 3LW,51.4915349,-0.7745683
Hastings, ,TN34 2DN,50.8683864,0.5785571
London, ,SW3 3DW,51.4923603,-0.1674369
 ,UAE, ,23.424076,53.847818
 , ,RH11 7RE,51.1260345,-0.19715
London, ,W1K 3SL,51.5109644,-0.1541814
 , ,NW2 4AJ,51.5536479,-0.2232362
Ukraine, ,4210,32.4409067,-84.9281308
 , ,UB7 7DS,51.5125438,-0.4722086
 , ,SW3 5QZ,51.4842439,-0.1648097
London, ,SE13 7UQ,51.4574943,-0.014884
Colombia, , ,4.570868,-74.297333
Brazil, ,01214 970,-23.5384056,-46.6457942
 , ,N7 7RA,51.5626338,-0.1172904
 , ,N7 7RA,51.5626338,-0.1172904
Germany, ,81679,48.1440135,11.6074275
 , , ,#EANF#,#EANF#
 , ,SE1 6EU,51.4965224,-0.1051048
Italy, , ,41.87194,12.56738
 , ,SE16 7TP,51.4960042,-0.0380486
Of. 1301,Medellin-Colombia, ,7.122109,-73.1152551
 , , ,#EANF#,#EANF#
 , ,W1F 8TG,51.5144162,-0.1358823
 , ,TW8 0AY,51.4879969,-0.2948848
 , ,BS8 1JR,51.4562837,-2.6092268
 , ,SW1X 7DU,51.5004682,-0.1517528
 , ,IP24 3JE,52.4083675,0.7354204
 , ,SW3 6AG,51.4855591,-0.175905
 , ,SW14 7DZ,51.4628143,-0.2780014
 , ,W3 6AS,51.5079589,-0.2684176
 , ,1530,36.397211,-77.968818
 , ,SW17 0JA,51.4298838,-0.176325
 , , ,#EANF#,#EANF#
Brazil, ,2721030,34.6372777,-92.6151403
 , ,SE17 3UJ,51.4832414,-0.09795
 , ,SW1W 0LN,51.4968737,-0.1479219
London, ,W1J 0AH,51.5096927,-0.1374297
 , ,SW1W 0LN,51.4968737,-0.1479219
Switzerland, , ,46.818188,8.227512
London, ,SW1P 1DE,51.4962456,-0.1366525
BVI, , ,18.420695,-64.639968
 , , ,#EANF#,#EANF#
 , ,L-1660,36.6052514,-88.3518924
 , ,L-1660,36.6052514,-88.3518924
Luxembourg, , ,49.815273,6.129583
 , ,L-1660,36.6052514,-88.3518924
 , ,L-1660,36.6052514,-88.3518924
London, ,SW11 2BX,51.4641632,-0.1792057
 , ,W1K 7PB,51.5102675,-0.1555931
 , ,W8 6TP,51.4991586,-0.1935156
 , ,NW6 7XE,51.5434045,-0.2042672
London, ,W8 4PD,51.5025641,-0.1904271
Central Hong Kong, , ,22.2799907,114.1587983
 , ,W1W 5LS,51.5219989,-0.1439477
London , ,W1K 2AU,51.5092619,-0.1522616
 , ,W1S 4NN,51.508324,-0.1424139
 , ,W1S 3AE,51.510632,-0.1405187
London, ,W1J 6BD,51.5098781,-0.1445844
 , ,E1W 1UN,51.5073147,-0.0737182
 , ,SW14 8EQ,51.4611752,-0.259565
 , ,W8 7JJ,51.5067507,-0.2030428
 , ,EC2Y 8DL,51.5209516,-0.0937845
 , ,HA0 3HE,51.5615515,-0.3177574
London, ,W1K 4AG,51.5122121,-0.1500237
 , ,N5 1FN,51.5584192,-0.1035141
 , ,W2 3LR,51.5127691,-0.1874072
London, ,W6 0LG,51.4940677,-0.2264325
 , ,W1J 6HE,51.5107076,-0.1458621
 , ,EC2R 8HP,51.5141616,-0.0871212
 , ,SW11 6JB,51.4529104,-0.1645841
 , ,SW1A 1HD,51.5072449,-0.1395758
London, ,W6 0EA,51.4932894,-0.225512
 , ,SW1A 1HD,51.5072449,-0.1395758
London, ,W2 6LG,51.5167517,-0.1792281
CA, ,92707,33.7126158,-117.8721676
 , ,SW1A 1HD,51.5072449,-0.1395758
159-165 Great Portland Street,London,W1W 5PA,51.5213831,-0.1435848
Guernsey,GY1 4NL, ,49.445817,-2.5413038
London, ,W10 6TP,51.5121515,-0.219908
"28004 Madrid, ESPAÑA",C.I.F B87434049, ,40.5263988,-3.8899547
 , ,W1K 7PY,51.5113882,-0.1559513
London, ,W1T 1QD,51.5187205,-0.1362543
 , ,W1K 5EH,51.5126138,-0.1498345
 , ,WC2B 5DG,51.516133,-0.1206209
 , ,EC1V 9NR,51.5258309,-0.0891406
London, ,N4 2JN,51.5635218,-0.1015272
Durham, ,DH1 3JP,54.7731377,-1.5648725
London, ,EN4 8NL,51.6344917,-0.1586502
 , ,W1J 5BT,51.508728,-0.145784
London, ,NW9 6BX,51.5921427,-0.2543041
 , ,W1W 8TL,51.5195219,-0.1417251
London, ,N8 9JA,51.5783671,-0.1215618
 , ,W1A 1YH,53.2073529,-6.7372453
London, ,W6 9EJ,51.4917864,-0.2272125
 , ,W1S 2PB,51.5127881,-0.1420882
West Sussex, ,RH16 1TL,51.0076831,-0.1077045
9 De Coubertin Street,London,E20 1AG,51.5467591,-0.0067438
Bandra (East),"Mumbai 400051, India", ,19.0636814,72.8622585
London, ,E1 5DW,51.5235433,-0.0604343
 , ,W1J 5LS,51.5082488,-0.1490314
 , ,E1W 1NB,51.5059878,-0.0701285
 , ,W1J 5DU,51.5076856,-0.1481031
 , ,W1H 6LY,51.5150961,-0.1549945
 , ,W1K ,51.5109644,-0.1541814
London, ,W1J 7NJ,51.5053026,-0.1463986
London , ,W1J 7DR,51.5039889,-0.149766
 , ,W1K5DB,51.5130332,-0.147353
 , ,W1U 6AG,51.5199467,-0.1569462
No: 9 B 34357 Be&#351;ikta&#351; - &#304;stanbul,Turkey, ,#EANF#,#EANF#
London, ,W6 7AP,51.4937161,-0.2254108
London, ,W6 7AP,51.4937161,-0.2254108
No: 9 B 34357 Be&#351;ikta&#351; ," Istanbul, Turkey", ,41.0417157,29.0039946
VAT no. EL997981957, , ,35.6933689,51.388422
No: 9 B 34357 Be&#351;ikta&#351; - &#304;stanbul,Turkey, ,#EANF#,#EANF#
 , ,SW1H 9JH,51.5010037,-0.1305079
 , ,SW1A 1HD,51.5072449,-0.1395758
 , ,SW1A 1HD,51.5072449,-0.1395758
 , ,SW1A 1HD,51.5072449,-0.1395758
 , ,SW1A 1HD,51.5072449,-0.1395758
 , ,SW7 2LQ,51.4946211,-0.1740162
 , ,SW5 9DQ,51.4893107,-0.1922771
 , ,SW18 3RA,51.441764,-0.1844999
 , ,BS5 7BQ,51.465136,-2.5482077
 , , ,#EANF#,#EANF#
Hertfordshire, ,SG8 7DT,52.0597961,-0.0162536
 , , ,#EANF#,#EANF#
Northern Ireland, ,BT11 9FG,54.5686559,-5.9957969
London, ,W1F 9DB,51.5129071,-0.1365492
 , ,W8 5ET,51.5005205,-0.1885342
 , ,SW3 5TD,51.4856081,-0.1646397
London, ,SW1Y 6HR,51.5089609,-0.1355141
New York, ,10065,40.7645239,-73.9624327
 , ,SW12 9LH,51.4500936,-0.145023
 , ,W8 6PE,51.4963016,-0.1977776
129 Park Street,London,W1K 7JB,51.5133095,-0.1561216
 , ,SW13 0AR,51.4692013,-0.2532413
 , ,02026 0202,42.2494514,-71.1804988
 , , ,#EANF#,#EANF#
Sheffield, ,S9 2RX,53.4077666,-1.4222212
Potten End,Berkhampsted,HP4 2RY,51.7664989,-0.5245893
London, ,W2 2LU,51.5127666,-0.1710425
 , ,SE9 1LA,51.4613705,0.0529741
 , ,N11 1NH,51.6174202,-0.1424117
 , ,W1U 7NH,51.5195713,-0.1547992
CA 90265,USA, ,34.0615492,-118.8363756
UAE, , ,23.424076,53.847818
West Yorkshire , ,LS1 4BZ ,53.795888,-1.5583155
Taunton, ,TA1 5BF,51.0127793,-3.1389964
 , ,RG6 1QB,51.4501081,-0.9416211
 , ,SE23 2EU,51.4393656,-0.0443473
 , , ,#EANF#,#EANF#
 , ,NW8 6EL,51.5369818,-0.1744122
London, ,NW3 4DA,51.548628,-0.1664028
 , ,SW10 9AU,51.4849577,-0.1881572
 , ,W9 1AL,51.5237119,-0.1827128
Middlesex, ,HA7 4XR,51.6172314,-0.3121316
London, ,NW7 1RD,51.6171826,-0.2270684
Nottingham, ,NG1 6HH,52.952233,-1.1552257
 , ,W1J 8DW,51.5079059,-0.1427047
Oslo ,Norway,181,60.3334631,11.287647
 , ,W2 6DG,51.5150906,-0.1828686
Rostock,Germany, ,54.0924406,12.0991466
GERMANY, ,D - 18107 ,54.1395318,12.0330206
 , ,WC1V 6DA,51.5184705,-0.1160997
 , ,NW1 2AA,51.5279474,-0.1283808
 , ,NW6 2AD,51.5444446,-0.1958617
 , ,EC4N 6EU,51.5110562,-0.0885915
 , ,W1S 1HU,51.5142873,-0.1447656
 , ,SW3 1AP,51.5002241,-0.1608252
50000,Almaty, ,51.1168738,71.4229017
Texas USA,Ref: UTFC.PO985CR,TX 78701,#EANF#,#EANF#
London, ,WC2A 3TB,51.5156083,-0.1152415
London, ,W4 2QB,51.4876751,-0.2498419
 , ,NW1 0TA,51.5405406,-0.1370934
London, ,W1J 7NW,51.5044732,-0.147974
100 New Bond ,London,W1S 1SP,51.5137766,-0.1462485
 , ,E1 8DA,51.5136487,-0.0711739
 , ,W2 2HL,51.5139736,-0.1642637
No: 9 B 34357 Be&#351;ikta&#351; - &#304;stanbul,Turkey, ,#EANF#,#EANF#
 , ,W1J 5EN,51.5083858,-0.1457547
 , ,SW16 6AW,51.4276189,-0.1318648
 , ,W11 2ER,51.5144756,-0.2048286
Costa Rica, , ,9.748917,-83.753428
 , ,SW5 6ER,51.4925144,-0.1923088
 , ,HA8 9AF,51.6093729,-0.2713927
Richmond, ,TW10 6JH,51.4525664,-0.2936145
 , ,W3 6BY,51.5084347,-0.2695812
London, ,SW3 2RF,51.4940555,-0.1596905
 , ,W2 2AD,51.5138243,-0.1673683
 , ,NW1 6DX,51.5239836,-0.160906
 , ,SW1Y 6QY,51.5060941,-0.1378935
 , ,WC1R 4BW,51.5205245,-0.1157699
London, ,W3 8PS,51.5094267,-0.2763927
 , ,W1K 2LY,51.5106171,-0.1538064
 , ,W12 0BW,51.5164413,-0.2455975
Roberts Bridge,East Essex,TN32 5AR,#EANF#,#EANF#
 , ,W8 5LR,42.3553235,-71.0968297
 , ,NW1 7NH ,51.5367141,-0.1430319
 , ,W3 9AN,51.5021633,-0.2852501
Berks, ,RG14 7JU,51.3915187,-1.3172314
Vauxhall, ,SW8 2LQ,51.4863361,-0.1253897
Cookham,Maidenhead,SL6 9PU,51.5551164,-0.7515271
Port Louis,Republic of Mauritius, ,-20.1608912,57.5012222
 , ,W1S 2RX,51.5120433,-0.1438912
 , ,W1S 2RX,51.5120433,-0.1438912
Belgium, ,9040,51.0643361,3.7566349
 , ,W1K 5DJ,51.5131901,-0.1464675
 , ,W2 3NQ,51.5116376,-0.1782358
London, ,SW9 0PP,51.4742059,-0.1175783
 , ,TW8 9LG,51.495429,-0.3226274
Burstow, ,RH6 9RP,51.1522861,-0.1084015
 , , ,#EANF#,#EANF#
London , ,SW1P 2QG,51.4949016,-0.1330049
 , ,NW1 3BF,51.5250424,-0.1424977
 , ,NW1 3BF,51.5250424,-0.1424977
Manchester, ,M3 3GY,53.4787778,-2.2541217
 , ,NW1 3BF,51.5250424,-0.1424977
Manchester, ,M15 4FN,53.4728164,-2.2465081
Harrow, ,HA3 5DL,51.5968641,-0.33606
 , ,W1H 7LD,51.5147057,-0.1599105
Stroud, ,GL6 PB,#EANF#,#EANF#
"Edge, Stroud", ,GL6 6PB,51.7860612,-2.218685
Mayfair,London, ,51.5116269,-0.147806
London, ,W6 8BJ,51.4907887,-0.2201208
Crayford, ,DA1 4DE,51.4521743,0.1749476
 , ,E6 6AY,51.5258943,0.0667597
UAE, , ,23.424076,53.847818
Hammersmith,London,W6 8BJ,51.4907887,-0.2201208
Surrey, ,TW18 2EA,51.4281394,-0.5075489
 , ,SW10 0NU,51.480544,-0.1830323
New Malden,Surrey,KT3 3JR,51.4052106,-0.2592751
Zug, ,CH6303,#EANF#,#EANF#
 , ,W1J 7SH,51.5057856,-0.1485116
London, ,EC1V 9FL,51.5251758,-0.0897735
 , ,TW10 5DZ,51.4652574,-0.2778087
Woolwich,London,SE18 6SR,51.4914225,0.0755578
London, ,NW6 1RE,51.5510282,-0.191851
Euston Square,London,NW1 2EP,51.5269746,-0.1339278
 , ,NW6 4RS,51.5428398,-0.1758218
London, ,W1U 7GB,51.5192005,-0.1558088
London, ,SW1E 6AU,51.4986826,-0.136654
 , ,W1K  1DN,51.5080727,-0.1521223
 , ,W1j 7TW,51.5064383,-0.1488454
 , ,W2 1QF,51.518147,-0.1689244
 , ,HP16 0SG,51.6949292,-0.7330418
 , ,W9 3BD,51.5265591,-0.2040939
 , ,W8 6NJ,51.4989465,-0.2001946
 , ,W1K 5DB,51.5130332,-0.147353
London, ,W2 4DG,51.514783,-0.1897268
 , ,SW3 6EP,51.488479,-0.1745785
 , ,SW1J 5DU,51.5076856,-0.1481031
 , ,W6 0SX,51.494332,-0.2421967
 , ,E18 6RG,3.006338,101.7711427
 , ,SW6 5LL,51.4741514,-0.2094072
 , ,W1U 3PL,51.5162225,-0.1528591
London, ,W12 0HE,51.5174304,-0.226462
Ontario,Canada, ,51.253775,-85.3232139
France, ,92200,48.8854993,2.2653713
 ,Mitcham,CR4 2LJ,51.4061572,-0.1588074
 , ,NR8 6HZ,52.683282,1.2120293
 , ,TW9 3BU,51.4825906,-0.2848897
Switzerland, ,1297,46.3372556,6.1838751
 , ,W11 3HD,51.5109972,-0.2037693
 , ,W1W 5NG,51.5234147,-0.1436306
 , ,W13 9YB,51.4977794,-0.3216046
 , ,W8 5LS,51.5006465,-0.1844662
West Sussex, ,RH12 5PN,51.0838798,-0.3106425
London, ,W2 1NS,51.5177379,-0.1715208
 , ,W1K,51.5109644,-0.1541814
London, ,NW10 9RH,51.5420805,-0.2499474
London, ,EC1V 9HL,51.523628,-0.0980118
 , ,E13 0BG,51.5277393,0.0275138
Jersey,UK,JE3 1EB,#EANF#,#EANF#
 , ,W11 3HD,51.5109972,-0.2037693
 , ,W8 5PZ,51.497742,-0.1885435
London , ,W2 6HA,51.5155849,-0.1822724
 , ,BN42 4YJ,50.8449507,-0.2412174
 , ,NW2 1QE,51.5661616,-0.2099791
 , ,W1W 6DN,51.5200175,-0.1392139
 , ,NW3 1EZ,51.5516894,-0.1706111
 , ,PE21 8HH,52.986545,-0.0471406
 , ,DN16 3BU,53.562501,-0.6378732
Shatin,New Territories Hong Kong, ,22.3771304,114.1974398
Richmond , ,TW10 6PJ,51.4584838,-0.2979713
 , ,W1G 6NN,51.5203439,-0.1501843
 , ,W1J 8LH,51.5077293,-0.1446141
London, ,CV6 2FA,#EANF#,#EANF#
 , ,W1J 5DU,51.5076856,-0.1481031
20 Peter Street,London,W1F 0AF,51.512446,-0.1348199
 , , ,#EANF#,#EANF#
 , , ,#EANF#,#EANF#
London, ,SW7 3DD,51.4900231,-0.1796161
Maidstone,Kent,ME14 1JE,51.2740393,0.5239266
 , ,SW1V 2EJ,51.4911774,-0.1425492
 , ,W1J 7NJ,51.5053026,-0.1463986
 , , ,#EANF#,#EANF#
 , ,RM20 4AQ,51.4753285,0.2935308
 , ,SW7 4DB,51.4932474,-0.1857397
 , ,W1G 8EX,51.5195146,-0.1476087
Palmerston Road,London,W3 8BF,51.5005944,-0.2710299
Italy, ,10126,45.0395418,7.6706443
 , ,EN4 8LB,51.6335387,-0.1455247
 , ,37126,47.135553,0.123358
 , ,SW19 6LR,#EANF#,#EANF#
 , , ,#EANF#,#EANF#
 , ,W1U 2BF,51.516173,-0.1508577
 , ,BN43 5HB,50.8273839,-0.2590164
